i,habitat_cells,matrix_alpha,habitat_alpha,ratio,eca
43,10876,3200,6400,2,735.1561579357009
21,5947,200,12800,64,327.75280924670886
43,10876,6400,12800,2,843.3414148651772
21,5947,400,25600,64,387.7885551651921
43,10876,12800,25600,2,907.2206071415378
42,11866,200,12800,64,485.1453705733799
42,11866,400,25600,64,626.9810487512834
50,3484,200,400,2,61.702316207078226
50,3484,400,800,2,91.84493252040738
50,3484,800,1600,2,137.04474057956793
50,3484,1600,3200,2,192.09671771687894
50,3484,3200,6400,2,240.25159677149196
50,3484,6400,12800,2,272.9726069009175
50,3484,12800,25600,2,292.16203422626415
43,10876,200,6400,32,549.6247503018773
28,9052,200,400,2,158.43125414440098
43,10876,400,12800,32,688.1754711441785
28,9052,400,800,2,243.56428964615353
28,9052,800,1600,2,357.4724419196732
43,10876,800,25600,32,804.1095248328908
15,6266,200,400,2,125.78713125688869
19,5916,200,1600,8,267.33269904216905
15,6266,400,800,2,185.93270366762368
28,9052,1600,3200,2,491.6598722391912
19,5916,400,3200,8,340.40837535129816
15,6266,800,1600,2,252.6135178624509
28,9052,200,6400,32,443.8815033330396
19,5916,800,6400,8,401.30412719869406
15,6266,1600,3200,2,329.6119319874541
28,9052,3200,6400,2,614.295904128347
19,5916,1600,12800,8,449.5925469886741
15,6266,3200,6400,2,409.3856002505658
19,5916,3200,25600,8,484.44083878020234
28,9052,400,12800,32,534.1634673355192
15,6266,6400,12800,2,473.09522496322154
28,9052,6400,12800,2,701.653124104378
15,6266,12800,25600,2,514.3789219211246
28,9052,800,25600,32,628.1486006795229
28,9052,12800,25600,2,754.4535151111263
29,7473,200,3200,16,413.78326024361985
29,7473,400,6400,16,475.33003836375053
29,7473,800,12800,16,519.3086765503338
46,5390,200,25600,128,167.66918812970104
29,7473,1600,25600,16,559.4628180142819
22,9846,200,400,2,232.3624945694196
22,9846,400,800,2,383.7537558360258
51,2759,200,200,1,40.493965827555506
51,2759,400,400,1,62.26563599734545
51,2759,800,800,1,92.13800721747356
51,2759,1600,1600,1,129.9631657994699
22,9846,800,1600,2,549.211698725346
51,2759,3200,3200,1,169.66783594304871
51,2759,6400,6400,1,201.77218523035103
51,2759,12800,12800,1,222.80710206818404
51,2759,25600,25600,1,234.93449985850722
22,9846,1600,3200,2,684.8886187242438
22,9846,3200,6400,2,775.0092103587074
37,10586,200,400,2,150.73350411823318
22,9846,6400,12800,2,827.565091656631
37,10586,400,800,2,239.57807171522734
22,9846,12800,25600,2,856.0442086288465
13,8634,200,6400,32,385.74379686358014
37,10586,800,1600,2,366.66597498578506
13,8634,400,12800,32,455.28341846249214
13,8634,800,25600,32,538.3779049105646
37,10586,1600,3200,2,530.0052222331708
37,10586,3200,6400,2,687.2592586013369
37,10586,6400,12800,2,802.0025907894371
37,10586,12800,25600,2,872.1424664673465
46,5390,200,800,4,106.24247222869096
2,8395,200,200,1,101.59366836213023
46,5390,400,1600,4,149.52905148066807
46,5390,800,3200,4,217.27592651708295
2,8395,400,400,1,176.16934935381087
46,5390,1600,6400,4,300.21064679851526
46,5390,3200,12800,4,373.12480143947255
46,5390,6400,25600,4,422.95461376250375
2,8395,800,800,1,283.38652599902804
2,8395,1600,1600,1,412.82982078762103
29,7473,200,800,4,250.6743158881274
2,8395,3200,3200,1,536.3083825716222
29,7473,400,1600,4,350.4810075134906
29,7473,800,3200,4,437.8295668679839
2,8395,6400,6400,1,628.9090872560839
29,7473,1600,6400,4,509.96590328888374
2,8395,12800,12800,1,687.0659806485716
29,7473,3200,12800,4,570.0340906349737
2,8395,25600,25600,1,719.8792456215193
29,7473,6400,25600,4,613.7053254312655
20,5886,200,25600,128,230.27928712124242
51,2759,200,400,2,56.69447775333448
51,2759,400,800,2,81.14818496373911
51,2759,800,1600,2,112.18720337752772
51,2759,1600,3200,2,148.21589603327675
51,2759,3200,6400,2,183.5049777712608
51,2759,6400,12800,2,210.64425444634725
51,2759,12800,25600,2,227.88632183340374
25,8079,200,3200,16,534.1988262014304
25,8079,400,6400,16,617.4764639316486
25,8079,800,12800,16,668.3926510183222
25,8079,1600,25600,16,696.6867043235987
36,10748,200,200,1,99.55313022936907
36,10748,400,400,1,165.7544897771172
44,9084,200,200,1,88.47174187942329
36,10748,800,800,1,276.0079623591416
44,9084,400,400,1,148.67911420629338
36,10748,1600,1600,1,439.7073411383585
44,9084,800,800,1,244.3928981691814
44,9084,1600,1600,1,381.8237229915824
36,10748,3200,3200,1,618.9827972771933
34,12447,200,200,1,107.79223296286226
44,9084,3200,3200,1,530.5425195786792
36,10748,6400,6400,1,762.7710693271821
44,9084,6400,6400,1,649.196513654247
34,12447,400,400,1,183.53605275858737
23,5325,200,200,1,67.76649738757128
36,10748,12800,12800,1,855.8055429868296
44,9084,12800,12800,1,725.8110326439408
23,5325,400,400,1,110.42106260775472
23,5325,800,800,1,166.76904224441134
34,12447,800,800,1,313.1180034130936
23,5325,1600,1600,1,232.7378917792303
44,9084,25600,25600,1,769.5891743924096
23,5325,3200,3200,1,306.2188598940257
36,10748,25600,25600,1,909.0052975430863
23,5325,6400,6400,1,372.683851838294
35,9015,200,1600,8,255.99750703958367
23,5325,12800,12800,1,419.5141350629914
23,5325,25600,25600,1,447.5478475682263
34,12447,1600,1600,1,505.8131380408787
20,5886,200,800,4,149.0202646933551
41,12319,200,12800,64,478.3842041347884
35,9015,400,3200,8,373.2411784125797
20,5886,400,1600,4,194.79255929908368
20,5886,800,3200,4,253.3954214364438
35,9015,800,6400,8,508.5100653612565
20,5886,1600,6400,4,327.76819508159997
34,12447,3200,3200,1,715.2621116936676
20,5886,3200,12800,4,401.4519321647993
41,12319,400,25600,64,593.3523049430654
20,5886,6400,25600,4,456.4112058500511
35,9015,1600,12800,8,626.6676584948306
35,9015,3200,25600,8,708.2031001504736
34,12447,6400,6400,1,882.5508737874201
34,12447,12800,12800,1,990.6627879688813
34,12447,25600,25600,1,1052.4727331764582
41,12319,200,200,1,111.69102842692347
50,3484,200,800,4,81.76626562206171
50,3484,400,1600,4,115.23684233494019
50,3484,800,3200,4,162.95963708981498
41,12319,400,400,1,191.35877641530865
50,3484,1600,6400,4,214.6900203515014
50,3484,3200,12800,4,255.788822378535
50,3484,6400,25600,4,282.16824742710537
41,12319,800,800,1,318.59200973585405
26,7122,200,12800,64,357.8322705908703
26,7122,200,800,4,206.09380955865217
26,7122,400,25600,64,393.5755360117607
26,7122,400,1600,4,275.1881021340571
41,12319,1600,1600,1,501.31535828580354
26,7122,800,3200,4,350.3008815259612
26,7122,1600,6400,4,435.0585443070647
26,7122,3200,12800,4,512.9868163525288
41,12319,3200,3200,1,703.6803083480725
26,7122,6400,25600,4,568.72753402984
41,12319,6400,6400,1,869.1339680737145
41,12319,12800,12800,1,977.5458665878948
41,12319,25600,25600,1,1039.9646766266692
46,5390,200,1600,8,129.05273154732146
46,5390,400,3200,8,174.90704743101722
46,5390,800,6400,8,244.71858169191134
46,5390,1600,12800,8,324.43099795813515
46,5390,3200,25600,8,390.0852543387047
41,12319,200,3200,16,405.5203882883252
13,8634,200,800,4,210.32405062119864
13,8634,400,1600,4,295.0011207218993
41,12319,400,6400,16,527.7452531321042
13,8634,800,3200,4,405.50993296294536
29,7473,200,6400,32,460.4008899924891
29,7473,400,12800,32,503.73033586658465
13,8634,1600,6400,4,525.980226085964
41,12319,800,12800,16,687.593394917123
29,7473,800,25600,32,535.4935764994557
13,8634,3200,12800,4,626.6772939021556
13,8634,6400,25600,4,694.0673085514194
41,12319,1600,25600,16,843.1564518929778
44,9084,200,3200,16,337.575531326281
44,9084,400,6400,16,456.8720882690928
44,9084,800,12800,16,580.5878387679873
44,9084,1600,25600,16,677.8989203822703
23,5325,200,400,2,103.13531800612417
23,5325,400,800,2,153.31919432518362
23,5325,800,1600,2,209.6008301291366
23,5325,1600,3200,2,269.93629036294635
23,5325,3200,6400,2,335.46533456655567
23,5325,6400,12800,2,392.42172618666996
23,5325,12800,25600,2,431.1963731349649
34,12447,200,3200,16,481.79899876548967
34,12447,400,6400,16,666.3212940149812
22,9846,200,12800,64,816.1013860552146
34,12447,800,12800,16,838.01194408328
22,9846,400,25600,64,844.6112262800075
50,3484,200,1600,8,100.152602432376
50,3484,400,3200,8,135.35667153029587
50,3484,800,6400,8,182.8462510407489
50,3484,1600,12800,8,230.2267924286305
50,3484,3200,25600,8,265.76765813371816
34,12447,1600,25600,16,960.8594195578313
2,8395,200,400,2,170.2785869724511
2,8395,400,800,2,270.81126304077435
2,8395,800,1600,2,394.664844957232
2,8395,1600,3200,2,518.7900292807694
2,8395,3200,6400,2,616.3106068474277
2,8395,6400,12800,2,679.4461897137274
2,8395,12800,25600,2,715.6803082171164
29,7473,200,1600,8,341.79988555994674
29,7473,400,3200,8,426.0329978142269
29,7473,800,6400,8,489.36459232520593
29,7473,1600,12800,8,541.9476112904042
29,7473,3200,25600,8,588.8622576868465
20,5886,200,1600,8,181.68028546230366
20,5886,400,3200,8,222.54301731788303
20,5886,800,6400,8,279.114258700987
25,8079,200,6400,32,617.4764639316486
20,5886,1600,12800,8,351.1244648156153
20,5886,3200,25600,8,418.8751805535399
25,8079,400,12800,32,668.3926510183222
25,8079,800,25600,32,696.6867043235987
14,9789,200,3200,16,438.5898718574371
38,10602,200,200,1,97.76703930018031
14,9789,400,6400,16,553.4056192941661
38,10602,400,400,1,169.31986144281248
14,9789,800,12800,16,664.4464598598308
38,10602,800,800,1,289.97831451775755
14,9789,1600,25600,16,752.2434139861929
38,10602,1600,1600,1,460.3734454683735
42,11866,200,25600,128,504.29708811912064
38,10602,3200,3200,1,635.4017453296491
38,10602,6400,6400,1,769.6313872886439
38,10602,12800,12800,1,854.3566630573124
47,6015,200,25600,128,188.1547239722341
38,10602,25600,25600,1,902.1929228741362
51,2759,200,800,4,75.81217338582925
51,2759,400,1600,4,102.14912896376973
51,2759,800,3200,4,131.878882479696
51,2759,1600,6400,4,163.99165200123113
51,2759,3200,12800,4,194.42270081282567
51,2759,6400,25600,4,217.27785015238538
30,7199,200,3200,16,387.89295460700737
30,7199,400,6400,16,474.38281399249763
30,7199,800,12800,16,545.0530958379121
30,7199,1600,25600,16,591.5493552697733
26,7122,200,25600,128,367.01796225887966
44,9084,200,400,2,134.66128502600412
21,5947,200,25600,128,347.698376606111
44,9084,400,800,2,211.83278576405016
44,9084,800,1600,2,327.78447977271094
47,6015,200,800,4,111.00365752099044
26,7122,200,1600,8,265.462476800908
44,9084,1600,3200,2,473.10743900919755
47,6015,400,1600,4,166.9009063032711
26,7122,400,3200,8,327.1134893187588
47,6015,800,3200,4,254.64799821295492
44,9084,3200,6400,2,605.6354053928542
26,7122,800,6400,8,394.3028495980327
47,6015,1600,6400,4,352.17110908927356
47,6015,3200,12800,4,430.37885521194266
26,7122,1600,12800,8,470.3243006062139
29,7473,200,12800,64,487.15654535346835
47,6015,6400,25600,4,480.89430672176815
44,9084,6400,12800,2,698.7205529616938
26,7122,3200,25600,8,537.1275558989743
29,7473,400,25600,64,519.0106343606735
44,9084,12800,25600,2,754.4454265551625
23,5325,200,12800,64,256.74417501489296
23,5325,400,25600,64,279.41138744629075
51,2759,200,1600,8,94.76719097670077
51,2759,400,3200,8,120.32039517111639
51,2759,800,6400,8,146.5056159801731
51,2759,1600,12800,8,174.54024380615127
51,2759,3200,25600,8,201.28584999991213
36,10748,200,400,2,151.47093330634607
36,10748,400,800,2,235.6293332040627
36,10748,800,1600,2,369.9282730836722
30,7199,200,800,4,233.87018673137416
30,7199,400,1600,4,331.0256325563958
36,10748,1600,3200,2,544.3581354176138
30,7199,800,3200,4,434.5422449251682
30,7199,1600,6400,4,520.4387695476986
30,7199,3200,12800,4,577.6748640985148
36,10748,3200,6400,2,706.0963804088112
30,7199,6400,25600,4,610.9684550850776
36,10748,6400,12800,2,820.5657404339822
36,10748,200,800,4,214.93188293312164
36,10748,12800,25600,2,889.3141140298601
36,10748,400,1600,4,319.21766222483984
36,10748,800,3200,4,473.96790488437836
36,10748,1600,6400,4,643.6979872715276
36,10748,3200,12800,4,778.4158907767543
36,10748,6400,25600,4,864.7329465221608
21,5947,200,800,4,128.09956926895794
21,5947,400,1600,4,191.5765393254996
21,5947,800,3200,4,277.80501805603166
21,5947,1600,6400,4,368.0498121610096
21,5947,3200,12800,4,438.2156327538776
40,11730,200,25600,128,517.4706989505863
21,5947,6400,25600,4,482.71611575481126
13,8634,200,1600,8,276.12514311904897
13,8634,400,3200,8,363.41773509829125
13,8634,800,6400,8,467.7722309135276
13,8634,1600,12800,8,573.7184087017287
13,8634,3200,25600,8,657.6372636884815
34,12447,200,400,2,168.00095759158518
44,9084,200,6400,32,394.70328207615466
44,9084,400,12800,32,510.1282291183923
34,12447,400,800,2,272.2797748482716
44,9084,800,25600,32,620.986228658309
3,9047,200,200,1,111.82937560255374
30,7199,200,6400,32,443.11096962429934
3,9047,400,400,1,190.56079423287696
30,7199,400,12800,32,517.9767454983198
34,12447,800,1600,2,439.3011970362453
30,7199,800,25600,32,573.7646150117644
3,9047,800,800,1,299.33578384796846
3,9047,1600,1600,1,433.5916956469532
34,12447,1600,3200,2,647.2996959266372
3,9047,3200,3200,1,567.5160926876812
34,12447,3200,6400,2,832.3074417051782
3,9047,6400,6400,1,670.7506337375007
3,9047,12800,12800,1,736.3926985786657
34,12447,6400,12800,2,959.8627432509912
3,9047,25600,25600,1,773.6268004623986
34,12447,12800,25600,2,1035.3866497986157
27,8996,200,12800,64,553.913774204523
27,8996,400,25600,64,633.1820023370555
22,9846,200,800,4,383.3930578195124
35,9015,200,3200,16,337.3886548196211
22,9846,400,1600,4,547.9084040700723
35,9015,400,6400,16,457.5065629881977
35,9015,800,12800,16,578.9684873860622
22,9846,800,3200,4,682.7526653373488
41,12319,200,400,2,175.5795490159736
35,9015,1600,25600,16,674.6100855307188
22,9846,1600,6400,4,772.9895140077904
22,9846,3200,12800,4,826.1626391635224
41,12319,400,800,2,279.29693259486686
30,7199,200,1600,8,314.9559355911448
22,9846,6400,25600,4,855.2159652872475
30,7199,400,3200,8,409.9041856992636
41,12319,800,1600,2,431.4805481346404
30,7199,800,6400,8,497.9750504656886
30,7199,1600,12800,8,562.4495195398682
41,12319,1600,3200,2,623.6012691515728
30,7199,3200,25600,8,602.1046196560645
41,12319,3200,6400,2,805.2370379839922
47,6015,200,1600,8,137.44295053005425
41,12319,6400,12800,2,936.7178763822727
47,6015,400,3200,8,201.78416090677786
47,6015,800,6400,8,293.9183189880105
47,6015,1600,12800,8,385.13374603333625
47,6015,3200,25600,8,452.3593409377498
41,12319,12800,25600,2,1016.8281298801265
14,9789,200,6400,32,491.038141443664
14,9789,400,12800,32,595.3322932437328
14,9789,800,25600,32,693.6999147567496
41,12319,200,6400,32,450.7499310126988
7,8352,200,200,1,108.76584385557057
7,8352,400,400,1,188.90874878116887
41,12319,400,12800,32,568.5581222029257
7,8352,800,800,1,298.00855518661064
29,7473,200,25600,128,501.5900885605336
7,8352,1600,1600,1,420.19970986921527
41,12319,800,25600,32,723.6046716998163
7,8352,3200,3200,1,535.1663402944118
27,8996,200,800,4,212.0918315831782
7,8352,6400,6400,1,624.2153426104574
27,8996,400,1600,4,327.81768749014714
7,8352,12800,12800,1,681.9124808990464
34,12447,200,6400,32,584.2814852371826
27,8996,800,3200,4,463.8131291994256
7,8352,25600,25600,1,715.0965343824071
38,10602,200,400,2,151.8079281097999
27,8996,1600,6400,4,588.4656976269971
34,12447,400,12800,32,755.1420481340308
27,8996,3200,12800,4,681.1237665457933
38,10602,400,800,2,248.373692352281
27,8996,6400,25600,4,739.7517593824721
38,10602,800,1600,2,397.9711244559157
34,12447,800,25600,32,900.2005169674188
21,5947,200,1600,8,183.97981437743434
21,5947,400,3200,8,259.2343820969065
38,10602,1600,3200,2,574.7703227487419
21,5947,800,6400,8,345.86050318881996
21,5947,1600,12800,8,420.961176738473
21,5947,3200,25600,8,471.9538393876841
38,10602,3200,6400,2,725.922073225909
38,10602,6400,12800,2,827.882367224418
38,10602,12800,25600,2,887.59138235812
28,9052,200,800,4,234.46344432756527
28,9052,400,1600,4,333.04239916767256
28,9052,800,3200,4,453.7533788224465
28,9052,1600,6400,4,577.5199529944916
28,9052,3200,12800,4,675.4190751266492
28,9052,6400,25600,4,738.6993049658568
31,8858,200,3200,16,294.76595952516135
31,8858,400,6400,16,386.13009840307944
31,8858,800,12800,16,503.01822326627763
31,8858,1600,25600,16,613.5364845574566
22,9846,200,25600,128,842.8842738514786
16,8403,200,3200,16,451.7014364838376
16,8403,400,6400,16,526.7740198122127
16,8403,800,12800,16,583.4850152536161
16,8403,1600,25600,16,632.6805759206785
7,8352,200,400,2,185.7131698549397
7,8352,400,800,2,291.6379676552453
7,8352,800,1600,2,405.522536601078
42,11866,200,800,4,242.97833083525686
7,8352,1600,3200,2,511.0926843312704
7,8352,3200,6400,2,600.5657810090021
42,11866,400,1600,4,367.4259864445694
7,8352,6400,12800,2,665.1714567791165
7,8352,12800,25600,2,705.1286738030926
42,11866,800,3200,4,539.6216072929558
42,11866,1600,6400,4,721.1472287625313
41,12319,200,25600,128,494.15313506501747
13,8634,200,12800,64,418.1727153579026
13,8634,400,25600,64,477.8750839196469
42,11866,3200,12800,4,864.6233354362206
36,10748,200,1600,8,284.09798696353465
36,10748,400,3200,8,404.5723950180052
42,11866,6400,25600,4,957.1075243659321
14,9789,200,800,4,271.3450066124754
14,9789,400,1600,4,393.19547977652235
36,10748,800,6400,8,564.6791555305108
14,9789,800,3200,4,533.8184445815161
36,10748,1600,12800,8,716.9885465511737
14,9789,1600,6400,4,662.8539338646893
36,10748,3200,25600,8,826.1793837971409
14,9789,3200,12800,4,756.5799816361015
14,9789,6400,25600,4,814.228077075899
16,8403,200,12800,64,565.1140070047069
16,8403,400,25600,64,595.1027648139866
28,9052,200,12800,64,479.14753516972445
28,9052,400,25600,64,562.1306671034952
3,9047,200,400,2,188.74199038093906
3,9047,400,800,2,287.16559796746134
31,8858,200,800,4,191.83334135678865
3,9047,800,1600,2,400.63124274296575
31,8858,400,1600,4,272.9219995374225
3,9047,1600,3200,2,524.2063270418198
35,9015,200,6400,32,407.810069241604
31,8858,800,3200,4,387.4951938853849
3,9047,3200,6400,2,634.342080755321
35,9015,400,12800,32,518.061877523992
14,9789,200,12800,64,522.2597142155133
31,8858,1600,6400,4,519.7726388611475
3,9047,6400,12800,2,712.555432924044
35,9015,800,25600,32,623.1773146553153
14,9789,400,25600,64,618.6501429748824
15,6266,200,3200,16,272.45161558591826
31,8858,3200,12800,4,631.4495647592613
32,10069,200,800,4,213.87466782134865
15,6266,400,6400,16,312.3121085603568
3,9047,12800,25600,2,759.9541760304605
15,6266,800,12800,16,362.2885933101321
31,8858,6400,25600,4,705.943644650334
32,10069,400,1600,4,338.0739352290761
15,6266,1600,25600,16,422.22643013469764
32,10069,800,3200,4,500.1128965328616
32,10069,1600,6400,4,652.6286777191108
32,10069,3200,12800,4,762.5416690243771
27,8996,200,25600,128,591.724854883266
32,10069,6400,25600,4,829.4458661136705
24,8608,200,200,1,115.33205284415658
24,8608,400,400,1,208.7256786080161
24,8608,800,800,1,343.3658019334205
24,8608,1600,1600,1,488.8540853842017
24,8608,3200,3200,1,606.0243562703452
24,8608,6400,6400,1,682.4156695638047
24,8608,12800,12800,1,726.3454505011243
24,8608,25600,25600,1,749.9446650322284
27,8996,200,1600,8,303.61079196742514
39,9909,200,800,4,191.1006905579814
22,9846,200,1600,8,547.2910133246799
27,8996,400,3200,8,431.036048147613
27,8996,800,6400,8,553.4799075057691
39,9909,400,1600,4,303.05821592941203
22,9846,400,3200,8,680.7595650992756
27,8996,1600,12800,8,651.6377113777244
39,9909,800,3200,4,456.4912623484553
22,9846,800,6400,8,770.2961033621173
27,8996,3200,25600,8,719.7384893626031
37,10586,200,800,4,224.75449007747426
39,9909,1600,6400,4,611.5369667224071
22,9846,1600,12800,8,823.917821072734
37,10586,400,1600,4,325.78734752640503
39,9909,3200,12800,4,729.7593267469673
22,9846,3200,25600,8,853.7624013700793
39,9909,6400,25600,4,804.2124539315602
37,10586,800,3200,4,462.3415867447508
37,10586,1600,6400,4,620.2342154885334
37,10586,3200,12800,4,754.0342184568665
37,10586,6400,25600,4,843.3503313227365
31,8858,200,6400,32,326.7672140036597
16,8403,200,6400,32,521.628880795518
31,8858,400,12800,32,417.5011570988009
16,8403,400,12800,32,570.306865125878
31,8858,800,25600,32,530.6110158276367
16,8403,800,25600,32,608.8914963202187
32,10069,200,12800,64,491.8270657277749
32,10069,400,25600,64,632.8501017182479
8,7418,200,200,1,82.65328564055858
8,7418,400,400,1,132.2347866834668
8,7418,800,800,1,211.00647582516578
28,9052,200,1600,8,315.70113721599023
8,7418,1600,1600,1,325.4203701479717
8,7418,3200,3200,1,445.7800908996286
28,9052,400,3200,8,417.2644668695519
8,7418,6400,6400,1,538.9628931877692
28,9052,800,6400,8,533.3970018453848
8,7418,12800,12800,1,597.9776891974984
8,7418,25600,25600,1,631.3394628073896
28,9052,1600,12800,8,639.2970665244301
28,9052,3200,25600,8,715.2518630631839
43,10876,200,12800,64,617.7100382566136
43,10876,400,25600,64,740.9664347635119
24,8608,200,12800,64,724.0585404665429
30,7199,200,12800,64,478.1419774323628
24,8608,400,25600,64,748.7308836662861
30,7199,400,25600,64,543.1853028670315
16,8403,200,25600,128,589.8021394013371
13,8634,200,25600,128,436.9262721333796
24,8608,200,25600,128,748.7308836662861
15,6266,200,12800,64,313.80904961137617
15,6266,400,25600,64,339.7618893659428
23,5325,200,800,4,146.4947354418391
23,5325,400,1600,4,197.42876816794978
17,6664,200,12800,64,374.73506257637683
23,5325,800,3200,4,247.1662820026407
1,6448,200,800,4,169.782316274718
23,5325,1600,6400,4,300.0632648719897
17,6664,400,25600,64,410.8387436716017
1,6448,400,1600,4,246.87977969218488
23,5325,3200,12800,4,358.2263404164236
23,5325,6400,25600,4,407.31971206940335
1,6448,800,3200,4,338.7074940543213
1,6448,1600,6400,4,425.2952754129491
1,6448,3200,12800,4,490.3487825778976
1,6448,6400,25600,4,531.4877495784596
24,8608,200,400,2,206.12645851182023
24,8608,400,800,2,339.54873489789276
24,8608,800,1600,2,485.13295107745137
15,6266,200,6400,32,298.783023874996
15,6266,400,12800,32,330.0652785932602
24,8608,1600,3200,2,603.3301923035599
15,6266,800,25600,32,375.59218278580124
24,8608,3200,6400,2,680.78015347681
24,8608,6400,12800,2,725.4424528039771
24,8608,12800,25600,2,749.4699705189877
31,8858,200,1600,8,248.27926975113056
31,8858,400,3200,8,337.2728809940005
14,9789,200,1600,8,362.3628825578318
31,8858,800,6400,8,456.5822192433916
31,8858,1600,12800,8,578.2696760062622
14,9789,400,3200,8,485.5843357090038
31,8858,3200,25600,8,670.9967617908495
14,9789,800,6400,8,613.0444117498063
14,9789,200,25600,128,539.3740683485471
14,9789,1600,12800,8,718.8604721982399
14,9789,3200,25600,8,790.684672383632
17,6664,200,3200,16,315.43711087345
17,6664,400,6400,16,371.63409759156497
17,6664,800,12800,16,432.5453799221688
17,6664,1600,25600,16,491.3945485279736
36,10748,200,3200,16,348.73730680668655
23,5325,200,25600,128,263.8135891465525
32,10069,200,1600,8,295.971701566848
36,10748,400,6400,16,475.9261027773557
1,6448,200,3200,16,292.70460833373494
1,6448,400,6400,16,373.5551060550153
32,10069,400,3200,8,443.3345752880915
1,6448,800,12800,16,445.72009848351536
36,10748,800,12800,16,630.5595871030409
33,11482,200,800,4,236.18005399235338
1,6448,1600,25600,16,500.2966475540323
32,10069,800,6400,8,601.4527973990871
36,10748,1600,25600,16,764.7439371012241
33,11482,400,1600,4,351.42510754713925
32,10069,1600,12800,8,727.1762978807753
32,10069,3200,25600,8,808.4902133275381
33,11482,800,3200,4,514.0019965820975
42,11866,200,1600,8,324.2767454314096
33,11482,1600,6400,4,691.5142166130908
33,11482,3200,12800,4,833.2884653065638
42,11866,400,3200,8,464.61331924168
33,11482,6400,25600,4,924.5433290017361
42,11866,800,6400,8,638.2934051287364
25,8079,200,12800,64,668.3926510183222
42,11866,1600,12800,8,798.9300776785948
25,8079,400,25600,64,696.6867043235987
8,7418,200,400,2,124.27063709154118
42,11866,3200,25600,8,914.8564088657848
8,7418,400,800,2,184.0110613265041
8,7418,800,1600,2,275.9996867737427
39,9909,200,1600,8,264.71875892647967
8,7418,1600,3200,2,393.44892974243834
8,7418,3200,6400,2,499.8362400759298
39,9909,400,3200,8,398.4436467324423
8,7418,6400,12800,2,573.8843343221241
8,7418,12800,25600,2,617.9460713025143
39,9909,800,6400,8,553.6907882887527
